Id|Precinct|For|Against|Totals|TabName
1|WestBlue/Highland|205|162|367|Adams
2|Verona|70|81|151|Adams
3|Kenesaw|323|294|617|Adams
4|Juniata|302|213|515|Adams
5|Denver|320|306|626|Adams
6|Blaine|43|59|102|Adams
7|Pauline|113|73|186|Adams
8|Ayr|209|189|398|Adams
9|Roseland|155|114|269|Adams
10|Holstein|104|69|173|Adams
11|1-A|490|291|781|Adams
12|1-B|338|222|560|Adams
13|1-C|292|222|514|Adams
14|2-A|203|131|334|Adams
15|2-B|349|269|618|Adams
16|2-C|334|206|540|Adams
17|2-D|521|425|946|Adams
18|2-E|406|230|636|Adams
19|3-A|381|240|621|Adams
20|3-B|300|239|539|Adams
21|3-C|440|246|686|Adams
22|3-D|73|60|133|Adams
23|3-E|682|509|1191|Adams
24|4-A|260|194|454|Adams
25|4-B|327|219|546|Adams
26|4-C|178|130|308|Adams
27|4-D|543|344|887|Adams
28|4-E|137|94|231|Adams
29|Tilden Precinct|82|70|152|Antelope
30|Tilden 1st Ward|95|45|140|Antelope
31|Oakdale Precinct|150|101|251|Antelope
32|Neligh Precinct|168|94|262|Antelope
33|Neligh 1st Ward|221|165|386|Antelope
34|Neligh 2nd Ward|187|137|324|Antelope
35|Brunswick Precinct|165|175|340|Antelope
36|Elgin 1st Ward|97|76|173|Antelope
37|Elgin 2nd Ward|112|89|201|Antelope
38|Elgin Precinct|116|104|220|Antelope
39|Royal Precinct|67|59|126|Antelope
40|Clearwater Precinct|243|183|426|Antelope
41|Orchard Precinct|153|133|286|Antelope
42|Arthur|0|0|0|Arthur
43|Long Springs|192|189|381|Banner
44|Blaine|155|140|295|Blaine
45|Boone|81|58|139|Boone
46|Beaver|249|139|388|Boone
47|Cedar|224|114|338|Boone
48|Dublin-Bonanza|90|57|147|Boone
49|North Branch-Shell Creek|37|51|88|Boone
50|North Manchester|252|204|456|Boone
51|Oakland|244|181|425|Boone
52|Southeast Manchester|318|238|556|Boone
53|Southwest Manchester|309|226|535|Boone
54|New/Former Resident|0|0|0|Boone
55|Precinct 1|318|189|507|Box Butte
56|Precinct 2|367|179|546|Box Butte
57|Precinct 3|294|168|462|Box Butte
58|Precinct 4|361|211|572|Box Butte
59|Precinct 5|494|250|744|Box Butte
60|Precinct 6|413|232|645|Box Butte
61|Precinct 11|215|128|343|Box Butte
62|Precinct 12|196|143|339|Box Butte
63|Precinct 15|465|254|719|Box Butte
64|Butte Basin McCulley|168|218|386|Boyd
65|Lynch Bristow Mullen Bush|105|125|230|Boyd
66|Spencer Morton|167|235|402|Boyd
67|Ainsworth Precinct|193|272|465|Brown
68|City of Ainsworth|366|413|779|Brown
69|The Pines|169|179|348|Brown
70|Precinct 1|441|502|943|Buffalo
71|Precinct 2|433|345|778|Buffalo
72|Precinct 3|507|586|1093|Buffalo
73|Precinct 4|763|778|1541|Buffalo
74|Precinct 5|391|332|723|Buffalo
75|Precinct 6|619|671|1290|Buffalo
76|Precinct 7|509|451|960|Buffalo
77|Precinct 8|287|239|526|Buffalo
78|Precinct 9|446|365|811|Buffalo
79|Precinct 10|733|557|1290|Buffalo
80|Precinct 11|369|243|612|Buffalo
81|Precinct 12|418|311|729|Buffalo
82|Precinct 13|783|714|1497|Buffalo
83|Precinct 14|743|433|1176|Buffalo
84|Precinct 15|128|165|293|Buffalo
85|Precinct 16|304|269|573|Buffalo
86|Precinct 17|136|127|263|Buffalo
87|Precinct 18|431|225|656|Buffalo
88|Precinct 19|236|317|553|Buffalo
89|Precinct 20|513|572|1085|Buffalo
90|Precinct 21|266|234|500|Buffalo
91|Precinct 22|161|147|308|Buffalo
92|Precinct 23|205|169|374|Buffalo
93|Precinct 24|437|283|720|Buffalo
94|Precinct 25|390|262|652|Buffalo
95|Precinct 26|382|355|737|Buffalo
96|Precinct 27|176|154|330|Buffalo
97|Precinct 28|302|355|657|Buffalo
98|Precinct 29|305|317|622|Buffalo
99|ARIZONA-RIVERSIDE|156|60|216|Burt
100|BELL-OAK-PERSH|166|109|275|Burt
101|CRAIG|162|70|232|Burt
102|DECATUR-QUINN|228|93|321|Burt
103|EVERETT-LOGAN|91|98|189|Burt
104|LYONS CITY|276|115|391|Burt
105|OAKLAND I|205|123|328|Burt
106|OAKLAND II|192|110|302|Burt
107|SILVERCREEK-SUMMIT|211|96|307|Burt
108|TEKAMAH I|330|126|456|Burt
109|TEKAMAH II|299|133|432|Burt
110|Linwood-Skull Creek-Platte|247|96|343|Butler
111|Savannah-Alexis|448|207|655|Butler
112|Summit-Reading|264|117|381|Butler
113|Franklin-Bone Creek|201|109|310|Butler
114|Oak Creek-Center|245|160|405|Butler
115|Union-Olive|187|89|276|Butler
116|Read-Ulysses|173|105|278|Butler
117|Plum Creek-Richardson|232|117|349|Butler
118|First Ward|256|119|375|Butler
119|Second Ward|288|138|426|Butler
120|Third Ward|272|224|496|Butler
121|Tipton|838|374|1212|Cass
122|McKelverly|180|87|267|Cass
123|Salt Creek|361|147|508|Cass
124|Stove Creek|394|185|579|Cass
125|Murdock|254|135|389|Cass
126|South Bend|441|178|619|Cass
127|Buccaneer Bay|667|229|896|Cass
128|Center|215|114|329|Cass
129|East Louisville|378|137|515|Cass
130|West Louisville|410|216|626|Cass
131|Avoca|166|108|274|Cass
132|Mount Pleasant|96|47|143|Cass
133|Eight Mile Grove|511|168|679|Cass
134|Nehawka|144|50|194|Cass
135|Liberty|253|100|353|Cass
136|North Rock Bluff|442|197|639|Cass
137|South Rock Bluff|756|343|1099|Cass
138|West Rock Bluff|239|138|377|Cass
139|North Plattsmouth|356|193|549|Cass
140|South Plattsmouth|515|299|814|Cass
141|Weeping Water 1st Ward|222|79|301|Cass
142|Weeping Water 2nd Ward|236|70|306|Cass
143|1st Ward - 1st Precinct|261|110|371|Cass
144|1st Ward - 2nd Precinct|236|108|344|Cass
145|2nd Ward - 1st Precinct|255|139|394|Cass
146|2nd Ward - 2nd Precinct|244|112|356|Cass
147|3rd Ward - 1st Precinct|257|115|372|Cass
148|3rd Ward - 2nd Precinct|239|97|336|Cass
149|4th Ward - 1st Precinct|206|59|265|Cass
150|4th Ward - 2nd Precinct|259|102|361|Cass
151|Precinct 1 (1)|105|79|184|Cedar
152|Precinct 2 (2-3)|219|169|388|Cedar
153|Precicnt 3 (4)|101|88|189|Cedar
154|Precicnt 4 (5-6-7)|220|181|401|Cedar
155|Precinct 5 (13-14)|96|63|159|Cedar
156|Precinct 6 (8-9)|682|415|1097|Cedar
157|Precicnt 7 (9A)|50|48|98|Cedar
158|Precinct 8 (10-11-12)|145|105|250|Cedar
159|Precinct 9 (15-16)|245|184|429|Cedar
160|Precicnt 10 (17-18)|82|58|140|Cedar
161|Precinct 11 (19)|379|151|530|Cedar
162|Precinct 12 (20)|76|45|121|Cedar
163|Precicnt 13 (21)|362|262|624|Cedar
164|Champion/Lamar|134|147|281|Chase
165|Imperial East|145|173|318|Chase
166|Imperial West|276|308|584|Chase
167|Imperial Rural|134|198|332|Chase
168|Wauneta|183|183|366|Chase
169|Barley|21|18|39|Cherry
170|Cleveland|40|27|67|Cherry
171|Cody|129|60|189|Cherry
172|Crookston|69|47|116|Cherry
173|Gillaspie|5|16|21|Cherry
174|Goose Creek|21|58|79|Cherry
175|Kennedy|10|13|23|Cherry
176|Kilgore|32|40|72|Cherry
177|King|6|12|18|Cherry
178|Lackey|27|30|57|Cherry
179|Loup|62|74|136|Cherry
180|Merriman|86|47|133|Cherry
181|Mother Lake|21|16|37|Cherry
182|Nenzel|15|17|32|Cherry
183|Russell|21|2|23|Cherry
184|Valentine East|328|272|600|Cherry
185|Valentine North|395|317|712|Cherry
186|Valentine South|224|193|417|Cherry
187|Wells|32|49|81|Cherry
188|Wood Lake|40|50|90|Cherry
189|Sidney 1|342|169|511|Cheyenne
190|Sidney 2|422|246|668|Cheyenne
191|Sidney 3|339|194|533|Cheyenne
192|Sidney 4|294|246|540|Cheyenne
193|Sidney 5|573|368|941|Cheyenne
194|Gurley|141|146|287|Cheyenne
195|Lodgepole|226|148|374|Cheyenne
196|Potter|167|143|310|Cheyenne
197|Union Valley|150|122|272|Cheyenne
198|Harvard Cons.|308|180|488|Clay
199|Inland Leicester|118|107|225|Clay
200|Sutton 1st|233|194|427|Clay
201|Sutton 2nd|205|189|394|Clay
202|Sutton Twps|139|147|286|Clay
203|Glenvil|123|85|208|Clay
204|Spring Ranch FF 2nd|141|71|212|Clay
205|Fairfield 1st|137|65|202|Clay
206|Edgar Cons.|218|151|369|Clay
207|Clay Center City|254|153|407|Clay
208|LLLM Cons.|111|139|250|Clay
209|Schuyler 1|390|182|572|Colfax
210|Schuyler 2|579|275|854|Colfax
211|Schuyler 3|522|225|747|Colfax
212|Clarkson 4|531|240|771|Colfax
213|Howells 5|331|170|501|Colfax
433|Nickerson/Maple Townships|347|184|531|Dodge
434|City of Hooper|312|142|454|Dodge
435|Hooper/Logan Townships|277|171|448|Dodge
436|Elkhorn Township|122|83|205|Dodge
437|Union/Cott/Ridg/PV Townships|388|206|594|Dodge
438|01-02|860|340|1200|Douglas
439|01-03|610|298|908|Douglas
440|01-04|774|272|1046|Douglas
441|01-05|803|289|1092|Douglas
442|01-07|898|413|1311|Douglas
443|01-08|900|356|1256|Douglas
444|01-09|684|229|913|Douglas
445|01-10|397|180|577|Douglas
446|01-11|740|280|1020|Douglas
447|01-12|79|42|121|Douglas
448|01-13|974|452|1426|Douglas
449|01-14|1073|549|1622|Douglas
450|01-15|1116|398|1514|Douglas
451|01-16|644|253|897|Douglas
452|01-17|799|371|1170|Douglas
453|01-18|979|641|1620|Douglas
454|01-19|802|464|1266|Douglas
455|01-20|765|284|1049|Douglas
456|01-21|836|352|1188|Douglas
457|01-22|628|416|1044|Douglas
458|01-23|705|306|1011|Douglas
459|01-24|689|308|997|Douglas
460|01-25|621|233|854|Douglas
461|01-26|630|305|935|Douglas
462|01-27|625|381|1006|Douglas
463|01-28|783|285|1068|Douglas
464|01-29|703|287|990|Douglas
307|BCN|270|161|431|Cuming
308|BL|271|177|448|Cuming
309|SSGC|341|241|582|Cuming
310|SW4|297|172|469|Cuming
311|WP2|328|239|567|Cuming
312|BGW|521|227|748|Cuming
313|WP1&3|510|295|805|Cuming
314|MASON CITY|93|133|226|Custer
315|ARNOLD|163|262|425|Custer
316|ANSLEY/M/W|227|206|433|Custer
317|BROKEN BOW NORTH|94|78|172|Custer
318|BROKEN BOW NORTH RURAL|113|120|233|Custer
319|BROKEN BOW SOUTH|308|306|614|Custer
320|BROKEN BOW SOUTHWEST|130|129|259|Custer
321|BERWYN|51|77|128|Custer
322|CUSTER|20|34|54|Custer
323|EAST CUSTER|9|16|25|Custer
324|MERNA COMMUNITY BLDG|177|210|387|Custer
325|COMSTOCK/DG/SC|77|62|139|Custer
326|DELIGHT|170|205|375|Custer
327|ELIM|21|50|71|Custer
328|TRIUMPH|25|47|72|Custer
329|GAR/LIL/MIL|49|110|159|Custer
330|GRANT|13|10|23|Custer
331|LOUP|29|53|82|Custer
332|SARGENT RUR/C/WU|72|68|140|Custer
333|SARGENT VILLAGE|156|105|261|Custer
334|RYNO|25|33|58|Custer
335|ANSELMO|109|123|232|Custer
336|WOODRIVER|76|94|170|Custer
337|WAYNE|21|58|79|Custer
338|BROKEN BOW NORTHWEST|274|229|503|Custer
339|BROKEN BOW SOUTH RURAL|99|109|208|Custer
340|SARGENT VILLAGE|0|0|0|Custer
341|RYNO|0|0|0|Custer
342|ANSELMO|0|0|0|Custer
343|WOODRIVER|0|0|0|Custer
344|WAYNE|0|0|0|Custer
345|BB NORTHWEST|0|0|0|Custer
346|BB SOUTH RURAL|0|0|0|Custer
347|01 - SSC Ward 1|306|122|428|Dakota
348|02 - SSC Ward 2|520|204|724|Dakota
349|03 - SSC Ward 3|474|206|680|Dakota
350|04 - SSC Ward 4A|291|145|436|Dakota
351|05 - SSC Ward 4AA|265|85|350|Dakota
352|06 - SSC Ward 4B|451|210|661|Dakota
353|07 - Covington Island|531|257|788|Dakota
354|08 - Dakota City|438|174|612|Dakota
355|09 - Dakota Rural|147|99|246|Dakota
356|10 - Emerson|126|80|206|Dakota
357|11 - Hubbard|158|91|249|Dakota
358|12 - Omadi|306|176|482|Dakota
359|13 - St. Johns|276|140|416|Dakota
360|Precinct 1|128|88|216|Dawes
361|Precinct 2|384|214|598|Dawes
362|Precinct 3|336|153|489|Dawes
363|Precinct 4|262|135|397|Dawes
364|Precinct 5|224|112|336|Dawes
365|Precinct 6|239|168|407|Dawes
366|Precinct 7|133|98|231|Dawes
367|Precinct 8|232|152|384|Dawes
368|Precinct 9|86|55|141|Dawes
369|Precinct 10|239|175|414|Dawes
370|Precinct 11|171|94|265|Dawes
371|Coyote|123|108|231|Dawson
372|Cozad East|427|386|813|Dawson
373|Cozad West|448|343|791|Dawson
374|Fairview|69|69|138|Dawson
375|Farnam|61|68|129|Dawson
376|German|62|97|159|Dawson
377|Gillan|109|153|262|Dawson
378|Gothenburg East|432|470|902|Dawson
379|Gothenburg West|421|431|852|Dawson
380|Grant|110|151|261|Dawson
381|Kennebec|44|48|92|Dawson
382|Lexington 1st|226|196|422|Dawson
383|Lexington 2nd|372|334|706|Dawson
384|Lexington 3rd|456|360|816|Dawson
385|Lexington 4th|137|106|243|Dawson
386|Lexington 5th|321|215|536|Dawson
387|Overton|279|262|541|Dawson
388|Platte|233|133|366|Dawson
389|Ringgold|96|120|216|Dawson
390|Woodriver|113|130|243|Dawson
391|Chappell|171|136|307|Deuel
392|Swan|161|130|291|Deuel
393|Big Springs|177|161|338|Deuel
394|Logan-Wakefield 3|130|92|222|Dixon
395|Concord-Dixon-Clark|181|118|299|Dixon
396|Daily-Hooker-Newcastle|257|165|422|Dixon
397|Wakefield 1|144|80|224|Dixon
398|Wakefield 2|89|54|143|Dixon
399|Springbank|191|117|308|Dixon
400|Galena-Silvercreek|139|97|236|Dixon
401|Emerson|144|64|208|Dixon
402|Ottercreek|80|43|123|Dixon
403|Ponca Township|152|102|254|Dixon
404|Ponca 1|153|75|228|Dixon
405|Ponca 2|154|89|243|Dixon
406|Fremont 1A|491|238|729|Dodge
407|Fremont 1B|446|170|616|Dodge
408|Fremont 1C|514|337|851|Dodge
409|Fremont 1D|311|158|469|Dodge
410|Fremont 1E|485|260|745|Dodge
411|Fremont 2A|288|152|440|Dodge
412|Fremont 2B|295|149|444|Dodge
413|Fremont 2C|600|255|855|Dodge
414|Fremont 2D|214|104|318|Dodge
