Id,Precinct,For,Against,Totals,TabName,CountyOBJECTID,Cnty_Name,Cnty_No,CountyFIPS
988,10 F-15,508,127,635,Lancaster,55,Lancaster,55,109
989,10 F-16,627,201,828,Lancaster,55,Lancaster,55,109
990,10 G-1,542,139,681,Lancaster,55,Lancaster,55,109
991,10 G-2,507,143,650,Lancaster,55,Lancaster,55,109
992,10 G-3,578,138,716,Lancaster,55,Lancaster,55,109
993,10 G-4,654,195,849,Lancaster,55,Lancaster,55,109
994,10 G-5,433,100,533,Lancaster,55,Lancaster,55,109
995,10 G-6,680,202,882,Lancaster,55,Lancaster,55,109
996,10 G-7,418,144,562,Lancaster,55,Lancaster,55,109
997,10 H-1,679,202,881,Lancaster,55,Lancaster,55,109
998,10 H-2,1084,324,1408,Lancaster,55,Lancaster,55,109
999,10 H-3,1146,290,1436,Lancaster,55,Lancaster,55,109
1000,10 H-4,845,247,1092,Lancaster,55,Lancaster,55,109
1001,10 H-5,1076,346,1422,Lancaster,55,Lancaster,55,109
1002,10 H-6,704,193,897,Lancaster,55,Lancaster,55,109
1003,10 H-7,626,183,809,Lancaster,55,Lancaster,55,109
1004,10 H-8,886,258,1144,Lancaster,55,Lancaster,55,109
1005,11 A-1,408,123,531,Lancaster,55,Lancaster,55,109
1006,11 A-2,467,170,637,Lancaster,55,Lancaster,55,109
1007,11 B-1,499,220,719,Lancaster,55,Lancaster,55,109
1008,11 D-2,403,117,520,Lancaster,55,Lancaster,55,109
1009,11 E-1,515,164,679,Lancaster,55,Lancaster,55,109
1010,11 E-3,763,194,957,Lancaster,55,Lancaster,55,109
1011,11 E-5,357,101,458,Lancaster,55,Lancaster,55,109
1012,11 E-6,569,178,747,Lancaster,55,Lancaster,55,109
1013,11 E-7,389,139,528,Lancaster,55,Lancaster,55,109
1014,11 E-10,343,115,458,Lancaster,55,Lancaster,55,109
1015,12 A-4,703,252,955,Lancaster,55,Lancaster,55,109
1016,12 A-5,541,181,722,Lancaster,55,Lancaster,55,109
1017,12 A-7,760,235,995,Lancaster,55,Lancaster,55,109
1018,12 A-8,487,158,645,Lancaster,55,Lancaster,55,109
1019,12 A-9,478,134,612,Lancaster,55,Lancaster,55,109
1020,12 A-10,1499,500,1999,Lancaster,55,Lancaster,55,109
1021,12 B-1,567,198,765,Lancaster,55,Lancaster,55,109
1022,12 B-2,458,145,603,Lancaster,55,Lancaster,55,109
1023,12 B-4,520,188,708,Lancaster,55,Lancaster,55,109
1024,12 B-6,462,170,632,Lancaster,55,Lancaster,55,109
1025,12 B-7,510,159,669,Lancaster,55,Lancaster,55,109
1026,12 B-8,1132,354,1486,Lancaster,55,Lancaster,55,109
1027,12 C-2,661,274,935,Lancaster,55,Lancaster,55,109
1028,12 C-6,503,196,699,Lancaster,55,Lancaster,55,109
1029,12 C-7,901,290,1191,Lancaster,55,Lancaster,55,109
1030,12 D,461,202,663,Lancaster,55,Lancaster,55,109
1031,12 F,488,203,691,Lancaster,55,Lancaster,55,109
1032,12 G-1,600,151,751,Lancaster,55,Lancaster,55,109
1033,12 G-2,453,139,592,Lancaster,55,Lancaster,55,109
1034,Buda,307,199,506,Lancaster,55,Lancaster,55,109
1035,Centerville,578,284,862,Lancaster,55,Lancaster,55,109
1036,Denton,858,457,1315,Lancaster,55,Lancaster,55,109
1037,Elk,419,251,670,Lancaster,55,Lancaster,55,109
1038,Garfield #1,16,4,20,Lancaster,55,Lancaster,55,109
1039,Grant #1,564,260,824,Lancaster,55,Lancaster,55,109
1040,Grant #2,178,89,267,Lancaster,55,Lancaster,55,109
1041,Grant #3,490,216,706,Lancaster,55,Lancaster,55,109
1042,Grant #4,0,0,0,Lancaster,55,Lancaster,55,109
1043,Hickman,768,439,1207,Lancaster,55,Lancaster,55,109
1044,Middle Creek,439,221,660,Lancaster,55,Lancaster,55,109
1045,Murdock South,63,52,115,Lancaster,55,Lancaster,55,109
1046,Nemaha,637,314,951,Lancaster,55,Lancaster,55,109
1047,North Bluff,7,5,12,Lancaster,55,Lancaster,55,109
1048,Oak,419,263,682,Lancaster,55,Lancaster,55,109
1049,Panama,289,168,457,Lancaster,55,Lancaster,55,109
1050,Rock Creek,329,186,515,Lancaster,55,Lancaster,55,109
1051,Saltillo #1,442,218,660,Lancaster,55,Lancaster,55,109
1052,Saltillo #2,537,304,841,Lancaster,55,Lancaster,55,109
1053,South Pass,400,223,623,Lancaster,55,Lancaster,55,109
1054,Stevens Creek,272,138,410,Lancaster,55,Lancaster,55,109
1055,Stockton,358,136,494,Lancaster,55,Lancaster,55,109
1056,Waverly #2,412,211,623,Lancaster,55,Lancaster,55,109
1057,Waverly North,652,327,979,Lancaster,55,Lancaster,55,109
1058,Waverly South,695,318,1013,Lancaster,55,Lancaster,55,109
1059,West Salt,517,291,808,Lancaster,55,Lancaster,55,109
1060,Yankee Hill East,197,82,279,Lancaster,55,Lancaster,55,109
1061,Yankee Hill West,725,320,1045,Lancaster,55,Lancaster,55,109
1062,Precinct 1,471,284,755,Lincoln,56,Lincoln,56,111
1063,Precinct 2,311,206,517,Lincoln,56,Lincoln,56,111
1064,Precinct 3,288,206,494,Lincoln,56,Lincoln,56,111
1065,Precinct 4,229,175,404,Lincoln,56,Lincoln,56,111
1066,Precinct 5,196,125,321,Lincoln,56,Lincoln,56,111
1067,Precinct 6,737,520,1257,Lincoln,56,Lincoln,56,111
1068,Precinct 7,547,344,891,Lincoln,56,Lincoln,56,111
1069,Precinct 8,516,332,848,Lincoln,56,Lincoln,56,111
1070,Precinct 9,475,290,765,Lincoln,56,Lincoln,56,111
1071,Precinct 10,627,426,1053,Lincoln,56,Lincoln,56,111
1072,Precinct 12,364,212,576,Lincoln,56,Lincoln,56,111
1073,Precinct 13,557,414,971,Lincoln,56,Lincoln,56,111
1074,Precinct 15,247,179,426,Lincoln,56,Lincoln,56,111
1075,Precinct 16,251,190,441,Lincoln,56,Lincoln,56,111
1076,Brady,260,255,515,Lincoln,56,Lincoln,56,111
1077,Hall,453,479,932,Lincoln,56,Lincoln,56,111
1078,Hershey,419,479,898,Lincoln,56,Lincoln,56,111
1079,Hinman,180,172,352,Lincoln,56,Lincoln,56,111
1080,Maxwell,188,196,384,Lincoln,56,Lincoln,56,111
1081,Medicine,80,78,158,Lincoln,56,Lincoln,56,111
1082,Osgood,635,549,1184,Lincoln,56,Lincoln,56,111
1083,Sellers,338,269,607,Lincoln,56,Lincoln,56,111
1084,Sutherland,457,401,858,Lincoln,56,Lincoln,56,111
1085,Wallace,127,159,286,Lincoln,56,Lincoln,56,111
1086,Logan County,179,207,386,Logan,57,Logan,57,113
1087,Sawyer,193,219,412,Loup,58,Loup,58,115
1088,Norfolk 1-1,586,382,968,Madison,59,Madison,59,119
1089,Norfolk 1-2,406,279,685,Madison,59,Madison,59,119
1090,Norfolk 1-3,411,256,667,Madison,59,Madison,59,119
1091,Norfolk 2-1,708,429,1137,Madison,59,Madison,59,119
1092,Norfolk 2-2,629,379,1008,Madison,59,Madison,59,119
1093,Norfolk 2-3,678,365,1043,Madison,59,Madison,59,119
1094,Norfolk 3-1,404,241,645,Madison,59,Madison,59,119
1095,Norfolk 3-2,328,216,544,Madison,59,Madison,59,119
1096,Norfolk 3-3,505,300,805,Madison,59,Madison,59,119
1097,Norfolk 4-1,353,183,536,Madison,59,Madison,59,119
1098,Norfolk 4-2,480,326,806,Madison,59,Madison,59,119
1099,Norfolk 4-3,341,227,568,Madison,59,Madison,59,119
1100,Norfolk Pct,398,335,733,Madison,59,Madison,59,119
1101,Valley Pct,356,246,602,Madison,59,Madison,59,119
1102,MG-Jefferson-Grove-High,257,272,529,Madison,59,Madison,59,119
1103,Tilden 2nd Ward,151,142,293,Madison,59,Madison,59,119
1104,Battle Creek City-BC Pct,450,377,827,Madison,59,Madison,59,119
1105,Warnerville Pct,118,115,233,Madison,59,Madison,59,119
1106,Union-Madison,103,109,212,Madison,59,Madison,59,119
1107,Fairview-Kalamazoo-GG,116,120,236,Madison,59,Madison,59,119
1108,School-Emerick-Shell Crk-NG,249,217,466,Madison,59,Madison,59,119
1109,Madison City,337,214,551,Madison,59,Madison,59,119
1110,Tryon 01,105,169,274,McPherson,60,McPherson,60,117
1111,Silver Creek,124,143,267,Merrick,61,Merrick,61,121
1112,Clarksville East,105,81,186,Merrick,61,Merrick,61,121
1113,Clarksville West,78,54,132,Merrick,61,Merrick,61,121
1114,Prairie Island,57,51,108,Merrick,61,Merrick,61,121
1115,Central,20,16,36,Merrick,61,Merrick,61,121
1116,Lone Tree North,76,103,179,Merrick,61,Merrick,61,121
1117,Midland,52,71,123,Merrick,61,Merrick,61,121
1118,Mead,47,44,91,Merrick,61,Merrick,61,121
1119,Chapman,130,121,251,Merrick,61,Merrick,61,121
1120,Prairie Creek,77,97,174,Merrick,61,Merrick,61,121
1121,Vieregg,196,203,399,Merrick,61,Merrick,61,121
1122,Loup,176,144,320,Merrick,61,Merrick,61,121
1123,Ward 1,408,318,726,Merrick,61,Merrick,61,121
1124,Ward 2,418,333,751,Merrick,61,Merrick,61,121
1125,Lone Tree South,49,75,124,Merrick,61,Merrick,61,121
1126,BROADWATER,61,89,150,Morrill,62,Morrill,62,123
1127,EAST BAYARD,232,286,518,Morrill,62,Morrill,62,123
1128,WEST BAYARD,205,212,417,Morrill,62,Morrill,62,123
1129,NORTH CAMP CLARKE,126,151,277,Morrill,62,Morrill,62,123
1130,EAST CAMP CLARKE,266,221,487,Morrill,62,Morrill,62,123
1131,WEST CAMP CLARKE,201,174,375,Morrill,62,Morrill,62,123
1132,GILCHRIST,10,26,36,Morrill,62,Morrill,62,123
1133,HAYNES,18,33,51,Morrill,62,Morrill,62,123
1134,REDINGTON,24,27,51,Morrill,62,Morrill,62,123
1135,Beav,Genoa,Ccreek,Pcreek,147,155,302,Nance,63,Nance,63,125
1136,Ctnwd,Lferry,Full,Wnew,Enew,99,109,208,Nance,63,Nance,63,125
1137,Cedar,Tcreek,Sbranch,101,83,184,Nance,63,Nance,63,125
1138,Fullerton,292,215,507,Nance,63,Nance,63,125
1139,Genoa I,116,76,192,Nance,63,Nance,63,125
1140,Genoa II,89,89,178,Nance,63,Nance,63,125
1141,Brownville,142,79,221,Nemaha,64,Nemaha,64,127
1142,1st Douglas - Glenrock,286,180,466,Nemaha,64,Nemaha,64,127
1143,2nd Douglas,321,151,472,Nemaha,64,Nemaha,64,127
1144,3rd Douglas,286,194,480,Nemaha,64,Nemaha,64,127
1145,4th Douglas,296,192,488,Nemaha,64,Nemaha,64,127
1146,Lafayette,82,57,139,Nemaha,64,Nemaha,64,127
1147,Nemaha,58,73,131,Nemaha,64,Nemaha,64,127
1148,Peru,160,96,256,Nemaha,64,Nemaha,64,127
1149,Washington - Benton,310,199,509,Nemaha,64,Nemaha,64,127
1150,Beaver 1,208,162,370,Nuckolls,65,Nuckolls,65,129
1151,Beaver 2,155,124,279,Nuckolls,65,Nuckolls,65,129
1152,Beaver 3,177,100,277,Nuckolls,65,Nuckolls,65,129
1153,Elk,65,72,137,Nuckolls,65,Nuckolls,65,129
1154,Hardy,58,62,120,Nuckolls,65,Nuckolls,65,129
1155,Nelson,243,203,446,Nuckolls,65,Nuckolls,65,129
1156,Spring Creek,35,46,81,Nuckolls,65,Nuckolls,65,129
1157,Victor,159,138,297,Nuckolls,65,Nuckolls,65,129
1158,Berlin,283,180,463,Otoe,66,Otoe,66,131
1159,Delaware,280,164,444,Otoe,66,Otoe,66,131
1160,McWilliams,257,160,417,Otoe,66,Otoe,66,131
1161,Syracuse,783,432,1215,Otoe,66,Otoe,66,131
1162,Palmyra,649,385,1034,Otoe,66,Otoe,66,131
1163,Russell,255,150,405,Otoe,66,Otoe,66,131
1164,South Branch,264,193,457,Otoe,66,Otoe,66,131
1165,NC11,331,163,494,Otoe,66,Otoe,66,131
1166,NC12,291,123,414,Otoe,66,Otoe,66,131
1167,NC13,413,233,646,Otoe,66,Otoe,66,131
1168,NC14,269,127,396,Otoe,66,Otoe,66,131
1169,NC15,370,218,588,Otoe,66,Otoe,66,131
1170,NC16,478,230,708,Otoe,66,Otoe,66,131
1171,Pawnee 1,204,164,368,Pawnee,67,Pawnee,67,133
1172,Pawnee 2,207,124,331,Pawnee,67,Pawnee,67,133
1173,Burchard,84,101,185,Pawnee,67,Pawnee,67,133
1174,Table Rock,94,91,185,Pawnee,67,Pawnee,67,133
1175,Steinauer,127,95,222,Pawnee,67,Pawnee,67,133
1176,District 1,201,225,426,Perkins,68,Perkins,68,135
1177,District 2,245,250,495,Perkins,68,Perkins,68,135
1178,District 3,228,252,480,Perkins,68,Perkins,68,135
1179,Cottonwood-Anderson,77,50,127,Phelps,69,Phelps,69,137
1180,Williamsburg-Westside,82,73,155,Phelps,69,Phelps,69,137
1181,Garfield-Union,61,61,122,Phelps,69,Phelps,69,137
1182,Westmark-Center,105,82,187,Phelps,69,Phelps,69,137
1183,Divide-Lake,120,141,261,Phelps,69,Phelps,69,137
1184,Sheridan-Prairie,166,140,306,Phelps,69,Phelps,69,137
1185,Rockfalls-Industry,46,62,108,Phelps,69,Phelps,69,137
1186,Laird,140,135,275,Phelps,69,Phelps,69,137
1187,Bertrand,197,149,346,Phelps,69,Phelps,69,137
1188,Ward 1,311,284,595,Phelps,69,Phelps,69,137
1189,Ward 2,406,213,619,Phelps,69,Phelps,69,137
1190,Ward 3,371,291,662,Phelps,69,Phelps,69,137
1191,Ward 4,488,326,814,Phelps,69,Phelps,69,137
1192,Osmond,390,421,811,Pierce,70,Pierce,70,139
1193,Plainview,351,325,676,Pierce,70,Pierce,70,139
1194,Pierce,383,455,838,Pierce,70,Pierce,70,139
1195,South Branch,198,207,405,Pierce,70,Pierce,70,139
1196,Pierce City,435,405,840,Pierce,70,Pierce,70,139
1197,1A,476,255,731,Platte,71,Platte,71,141
1198,1B,266,162,428,Platte,71,Platte,71,141
1199,1C,300,167,467,Platte,71,Platte,71,141
1200,1D,298,197,495,Platte,71,Platte,71,141
1201,2A,204,115,319,Platte,71,Platte,71,141
1202,2B,427,221,648,Platte,71,Platte,71,141
1203,2C,318,194,512,Platte,71,Platte,71,141
1204,2D,292,176,468,Platte,71,Platte,71,141
1205,3A,498,288,786,Platte,71,Platte,71,141
1206,3B,339,155,494,Platte,71,Platte,71,141
1207,3C,532,325,857,Platte,71,Platte,71,141
1208,3D,388,186,574,Platte,71,Platte,71,141
1209,4A,302,154,456,Platte,71,Platte,71,141
1210,4B,356,172,528,Platte,71,Platte,71,141
1211,4C,528,238,766,Platte,71,Platte,71,141
1212,4D,272,143,415,Platte,71,Platte,71,141
1213,Columbus Twp A,281,229,510,Platte,71,Platte,71,141
1214,Columbus Twp B,506,296,802,Platte,71,Platte,71,141
1215,Bismark,143,124,267,Platte,71,Platte,71,141
1216,Sherman/Grand Prairie,155,158,313,Platte,71,Platte,71,141
1217,Creston,92,83,175,Platte,71,Platte,71,141
1218,Shell Creek,270,209,479,Platte,71,Platte,71,141
1219,Humphrey,110,100,210,Platte,71,Platte,71,141
1220,Butler/Loup,207,137,344,Platte,71,Platte,71,141
1221,Oconee/Monroe,192,137,329,Platte,71,Platte,71,141
1222,Lost Creek/Burrows,172,174,346,Platte,71,Platte,71,141
1223,Granville,240,203,443,Platte,71,Platte,71,141
1224,Joliet,27,38,65,Platte,71,Platte,71,141
1225,St Bernard,132,128,260,Platte,71,Platte,71,141
1226,Walker/Woodville,101,82,183,Platte,71,Platte,71,141
1227,(Countywide) Elkhorn Rural PPD,0,0,0,Platte,71,Platte,71,141
1228,South Canada,247,239,486,Polk,72,Polk,72,143
1229,North Osceola,251,224,475,Polk,72,Polk,72,143
1230,South Osceola,300,230,530,Polk,72,Polk,72,143
1231,East Stromsburg,233,161,394,Polk,72,Polk,72,143
1232,West Stromsburg,223,160,383,Polk,72,Polk,72,143
1233,West Pleasant Home,163,151,314,Polk,72,Polk,72,143
1234,Bartley,109,89,198,Red Willow,73,Red Willow,73,145
1235,Beaver,82,88,170,Red Willow,73,Red Willow,73,145
1236,Indianola,260,273,533,Red Willow,73,Red Willow,73,145
1237,Northwest,200,272,472,Red Willow,73,Red Willow,73,145
1238,Southwest,128,144,272,Red Willow,73,Red Willow,73,145
1239,Ward 1 Precinct 1,165,157,322,Red Willow,73,Red Willow,73,145
1240,Ward 1 Precinct 2,269,175,444,Red Willow,73,Red Willow,73,145
1241,Ward 1 Precinct 3,183,202,385,Red Willow,73,Red Willow,73,145
1242,Ward 2 Precinct 1,292,212,504,Red Willow,73,Red Willow,73,145
1243,Ward 2 Precinct 2,236,198,434,Red Willow,73,Red Willow,73,145
1244,Ward 3 Precinct 1,234,168,402,Red Willow,73,Red Willow,73,145
1245,Ward 3 Precinct 3,205,171,376,Red Willow,73,Red Willow,73,145
1246,Ward 4 Precinct 1,261,242,503,Red Willow,73,Red Willow,73,145
1247,Arago/Barada,90,73,163,Richardson,74,Richardson,74,147
1248,FCRural/Ohio,129,123,252,Richardson,74,Richardson,74,147
1249,FC Ward 1,344,219,563,Richardson,74,Richardson,74,147
1250,FC Ward 2,272,167,439,Richardson,74,Richardson,74,147
1251,FC Ward 3,261,165,426,Richardson,74,Richardson,74,147
1252,FC Ward 4,173,148,321,Richardson,74,Richardson,74,147
1253,Fran/Hrr/Spi,98,96,194,Richardson,74,Richardson,74,147
1254,Grant Nemaha,101,82,183,Richardson,74,Richardson,74,147
1255,Humboldt I,109,52,161,Richardson,74,Richardson,74,147
1256,Humboldt II,129,62,191,Richardson,74,Richardson,74,147
1257,Jefferson/Rulo,131,96,227,Richardson,74,Richardson,74,147
1258,Liberty,70,67,137,Richardson,74,Richardson,74,147
1259,East Muddy,63,52,115,Richardson,74,Richardson,74,147
1260,West Muddy/Porter,104,87,191,Richardson,74,Richardson,74,147
1261,Salem,49,54,103,Richardson,74,Richardson,74,147
1262,Rock,326,413,739,Rock,75,Rock,75,149
1263,Crete 1,434,170,604,Saline,76,Saline,76,151
1264,Crete 2,289,157,446,Saline,76,Saline,76,151
1265,Crete 3,363,188,551,Saline,76,Saline,76,151
1266,C & B,234,159,393,Saline,76,Saline,76,151
1267,Dorchester,295,186,481,Saline,76,Saline,76,151
1268,Friend 1,204,118,322,Saline,76,Saline,76,151
1269,Friend 2,184,142,326,Saline,76,Saline,76,151
1270,Wilber 1,310,221,531,Saline,76,Saline,76,151
1271,Wilber 2,213,162,375,Saline,76,Saline,76,151
1272,Olive,92,60,152,Saline,76,Saline,76,151
1273,South Fork,117,93,210,Saline,76,Saline,76,151
1274,DeWitt,235,161,396,Saline,76,Saline,76,151
1275,Precinct 1,762,304,1066,Sarpy,77,Sarpy,77,153
1276,Precinct 2,700,258,958,Sarpy,77,Sarpy,77,153
1277,Precinct 3,1118,419,1537,Sarpy,77,Sarpy,77,153
1278,Precinct 4,939,320,1259,Sarpy,77,Sarpy,77,153
1279,Precinct 5,794,292,1086,Sarpy,77,Sarpy,77,153
1280,Precinct 6,951,349,1300,Sarpy,77,Sarpy,77,153
1281,Precinct 7,839,313,1152,Sarpy,77,Sarpy,77,153
1282,Precinct 8,898,285,1183,Sarpy,77,Sarpy,77,153
1283,Precinct 9,720,303,1023,Sarpy,77,Sarpy,77,153
1284,Precinct 10,623,245,868,Sarpy,77,Sarpy,77,153
1285,Precinct 11,1438,487,1925,Sarpy,77,Sarpy,77,153
1286,Precinct 12,1305,518,1823,Sarpy,77,Sarpy,77,153
1287,Precinct 13,1202,408,1610,Sarpy,77,Sarpy,77,153
1288,Precinct 16,1035,426,1461,Sarpy,77,Sarpy,77,153
1289,Precinct 17,995,426,1421,Sarpy,77,Sarpy,77,153
1290,Precinct 18,761,311,1072,Sarpy,77,Sarpy,77,153
1291,Precinct 19,1757,681,2438,Sarpy,77,Sarpy,77,153
1292,Precinct 20,1288,415,1703,Sarpy,77,Sarpy,77,153
1293,Precinct 21,1610,529,2139,Sarpy,77,Sarpy,77,153
1294,Precinct 22,1131,361,1492,Sarpy,77,Sarpy,77,153
1295,Precinct 23,1719,575,2294,Sarpy,77,Sarpy,77,153
1296,Precinct 24,907,293,1200,Sarpy,77,Sarpy,77,153
1297,Precinct 25,853,269,1122,Sarpy,77,Sarpy,77,153
1298,Precinct 26,1025,289,1314,Sarpy,77,Sarpy,77,153
1299,Precinct 31,2000,604,2604,Sarpy,77,Sarpy,77,153
1300,Precinct 32,851,305,1156,Sarpy,77,Sarpy,77,153
1301,Precinct 33,1114,349,1463,Sarpy,77,Sarpy,77,153
1302,Precinct 34,1186,443,1629,Sarpy,77,Sarpy,77,153
1303,Precinct 35,1054,423,1477,Sarpy,77,Sarpy,77,153
1304,Precinct 36,1020,389,1409,Sarpy,77,Sarpy,77,153
1305,Precinct 37,1897,626,2523,Sarpy,77,Sarpy,77,153
1306,Precinct 38,1075,329,1404,Sarpy,77,Sarpy,77,153
1307,Precinct 39,1303,450,1753,Sarpy,77,Sarpy,77,153
1308,Precinct 40,1038,435,1473,Sarpy,77,Sarpy,77,153
1309,Precinct 41,1510,491,2001,Sarpy,77,Sarpy,77,153
1310,Precinct 42,1536,497,2033,Sarpy,77,Sarpy,77,153
1311,Precinct 46,800,477,1277,Sarpy,77,Sarpy,77,153
1312,Precinct 47,531,270,801,Sarpy,77,Sarpy,77,153
1313,Precinct 48,1696,585,2281,Sarpy,77,Sarpy,77,153
1314,Precinct 49,1467,439,1906,Sarpy,77,Sarpy,77,153
1315,Precinct 51,2539,914,3453,Sarpy,77,Sarpy,77,153
1316,Precinct 52,1949,693,2642,Sarpy,77,Sarpy,77,153
1317,Precinct 53,1577,492,2069,Sarpy,77,Sarpy,77,153
1318,Precinct 54,1443,468,1911,Sarpy,77,Sarpy,77,153
1319,Precinct 55,1816,591,2407,Sarpy,77,Sarpy,77,153
1320,Precinct 56,1064,400,1464,Sarpy,77,Sarpy,77,153
1321,Precinct 57,1188,385,1573,Sarpy,77,Sarpy,77,153
1322,Precinct 58,896,363,1259,Sarpy,77,Sarpy,77,153
1323,Precinct 59,876,368,1244,Sarpy,77,Sarpy,77,153
1324,Precinct 60,861,304,1165,Sarpy,77,Sarpy,77,153
1325,Precinct 61,2873,1028,3901,Sarpy,77,Sarpy,77,153
1326,Precinct 62,1765,613,2378,Sarpy,77,Sarpy,77,153
1327,Valparaiso,421,303,724,Saunders,78,Saunders,78,155
1328,Weston,230,186,416,Saunders,78,Saunders,78,155
1329,Prague,247,210,457,Saunders,78,Saunders,78,155
1330,Malmo,194,130,324,Saunders,78,Saunders,78,155
1331,Ceresco,567,329,896,Saunders,78,Saunders,78,155
1332,Wahoo Rural,270,220,490,Saunders,78,Saunders,78,155
1333,Wahoo Ward I,523,276,799,Saunders,78,Saunders,78,155
1334,Wahoo Ward II,447,205,652,Saunders,78,Saunders,78,155
1335,Wahoo Ward III,403,199,602,Saunders,78,Saunders,78,155
1336,Center,250,141,391,Saunders,78,Saunders,78,155
1337,Cedar Bluffs,450,292,742,Saunders,78,Saunders,78,155
1338,Marietta,283,144,427,Saunders,78,Saunders,78,155
1339,District 4,658,418,1076,Saunders,78,Saunders,78,155
1340,Ashland Ward 1,419,190,609,Saunders,78,Saunders,78,155
1341,Ashland Ward 2,513,252,765,Saunders,78,Saunders,78,155
1342,Ashland Rural,533,277,810,Saunders,78,Saunders,78,155
1343,Yutan,769,423,1192,Saunders,78,Saunders,78,155
1344,Castle Rock A,95,93,188,Scotts Bluff,79,Scotts Bluff,79,157
1345,Castle Rock B,51,63,114,Scotts Bluff,79,Scotts Bluff,79,157
1346,Dewey-Tabor,245,247,492,Scotts Bluff,79,Scotts Bluff,79,157
1347,East Winter Creek,224,116,340,Scotts Bluff,79,Scotts Bluff,79,157
1348,Fanning,322,274,596,Scotts Bluff,79,Scotts Bluff,79,157
1349,Ford A & B,143,125,268,Scotts Bluff,79,Scotts Bluff,79,157
1350,Funston,173,140,313,Scotts Bluff,79,Scotts Bluff,79,157
1351,Gering (Rural),218,187,405,Scotts Bluff,79,Scotts Bluff,79,157
1352,Gering I,713,486,1199,Scotts Bluff,79,Scotts Bluff,79,157
1353,Gering II,526,351,877,Scotts Bluff,79,Scotts Bluff,79,157
1354,Gering III,337,236,573,Scotts Bluff,79,Scotts Bluff,79,157
1355,Gering IV,536,391,927,Scotts Bluff,79,Scotts Bluff,79,157
1356,Highland,95,114,209,Scotts Bluff,79,Scotts Bluff,79,157
1357,Kiowa-Lyman,161,158,319,Scotts Bluff,79,Scotts Bluff,79,157
1358,Minatare I & II,141,95,236,Scotts Bluff,79,Scotts Bluff,79,157
1359,Mitchell (Rural),133,110,243,Scotts Bluff,79,Scotts Bluff,79,157
1360,Mitchell I,164,114,278,Scotts Bluff,79,Scotts Bluff,79,157
1361,Mitchell II,174,129,303,Scotts Bluff,79,Scotts Bluff,79,157
1362,Morrill,215,159,374,Scotts Bluff,79,Scotts Bluff,79,157
1363,Roubadeau,38,24,62,Scotts Bluff,79,Scotts Bluff,79,157
1364,Scottsbluff 1,572,331,903,Scotts Bluff,79,Scotts Bluff,79,157
1365,Scottsbluff 2,564,299,863,Scotts Bluff,79,Scotts Bluff,79,157
1366,Scottsbluff 3,252,172,424,Scotts Bluff,79,Scotts Bluff,79,157
1367,Scottsbluff 4,126,84,210,Scotts Bluff,79,Scotts Bluff,79,157
1368,Scottsbluff 5,350,227,577,Scotts Bluff,79,Scotts Bluff,79,157
1369,Scottsbluff 6,315,224,539,Scotts Bluff,79,Scotts Bluff,79,157
1370,Scottsbluff 7,360,262,622,Scotts Bluff,79,Scotts Bluff,79,157
1371,Scottsbluff 8,396,272,668,Scotts Bluff,79,Scotts Bluff,79,157
1372,Terrytown I & II,214,148,362,Scotts Bluff,79,Scotts Bluff,79,157
1373,West Winter Creek,402,256,658,Scotts Bluff,79,Scotts Bluff,79,157
1374,B,145,81,226,Seward,80,Seward,80,159
1375,C,153,145,298,Seward,80,Seward,80,159
1376,E,309,205,514,Seward,80,Seward,80,159
1377,G,177,99,276,Seward,80,Seward,80,159
1378,H,407,271,678,Seward,80,Seward,80,159
1379,I,324,310,634,Seward,80,Seward,80,159
1380,J,127,68,195,Seward,80,Seward,80,159
1381,K,208,147,355,Seward,80,Seward,80,159
1382,M-BX,190,128,318,Seward,80,Seward,80,159
1383,M-CO,140,132,272,Seward,80,Seward,80,159
1384,O-1,306,194,500,Seward,80,Seward,80,159
1385,O-2,360,223,583,Seward,80,Seward,80,159
1386,S-1,686,335,1021,Seward,80,Seward,80,159
1387,S-2,690,350,1040,Seward,80,Seward,80,159
1388,S-3,501,258,759,Seward,80,Seward,80,159
1389,S-4,320,142,462,Seward,80,Seward,80,159
1390,East Gordon,195,179,374,Sheridan,81,Sheridan,81,161
1391,West Gordon,188,213,401,Sheridan,81,Sheridan,81,161
1392,North Rushville,177,174,351,Sheridan,81,Sheridan,81,161
1393,South Rushville,135,128,263,Sheridan,81,Sheridan,81,161
1394,HaySprings,230,234,464,Sheridan,81,Sheridan,81,161
1395,Mirage Flats,72,94,166,Sheridan,81,Sheridan,81,161
1396,South Sheridan,100,170,270,Sheridan,81,Sheridan,81,161
1397,Wounded Knee,61,98,159,Sheridan,81,Sheridan,81,161
1398,(Countywide) Nebraska PPD,0,0,0,Sheridan,81,Sheridan,81,161
1399,Ashton,120,96,216,Sherman,82,Sherman,82,163
1400,Rockville,118,112,230,Sherman,82,Sherman,82,163
1401,North LC,163,141,304,Sherman,82,Sherman,82,163
1402,Central LC,77,88,165,Sherman,82,Sherman,82,163
1403,South LC,130,117,247,Sherman,82,Sherman,82,163
1404,Harrison,160,161,321,Sherman,82,Sherman,82,163
1405,Bowen,169,207,376,Sioux,83,Sioux,83,165
1406,Sheep Creek,114,155,269,Sioux,83,Sioux,83,165
1407,Butterfly,43,34,77,Stanton,84,Stanton,84,167
